t : Time (s)
A : Acceleration (m/s^2): X, Y, Z
G : Gyroscope    (rad/s): X, Y, Z
M : Magnetometer (uT): X, Y, Z

t	AX	AY	AZ	GX	GY	GZ	MX	MY	MZ
10.812380000000303	-4.934	-1.426	8.309	0.138	0.222	0.276	17.7	28.2	-38.1	
10.842500000000655	-5.145	-2.082	8.163	-0.106	0.307	0.11	18.6	27.3	-38.7	
10.894530000000486	-4.975	-1.497	8.571	-0.075	0.138	0.051	19.5	26.7	-39.0	
10.936980000000403	-5.068	-1.256	8.62	0.146	0.041	-0.107	19.8	27.0	-39.0	
10.972870000000512	-5.308	-0.71	8.795	0.672	0.088	-0.0	19.5	27.0	-38.7	
11.00293000000056	-5.255	-1.012	8.781	0.528	-0.032	0.357	19.2	27.0	-39.6	
11.044650000000729	-5.521	-1.073	8.021	0.704	0.29	0.21	19.8	26.4	-39.6	
11.083010000000286	-5.267	-0.25	8.241	0.771	0.279	0.465	20.4	25.2	-39.9	
11.133060000000114	-5.857	0.243	8.377	1.257	0.135	0.488	21.0	24.6	-39.3	
11.173620000000483	-5.704	-0.21	8.661	0.873	-0.227	0.501	21.6	23.1	-39.6	
11.208950000000186	-5.417	-0.848	7.727	0.402	0.026	0.095	22.5	20.4	-40.8	
11.24380999999994	-5.43	0.382	7.925	0.21	0.11	0.022	22.2	19.5	-41.4	
11.296450000000732	-5.522	1.017	8.215	0.25	-0.027	0.099	22.5	19.5	-41.7	
11.336210000000392	-5.636	0.943	8.11	0.294	0.032	-0.0	22.2	18.9	-42.0	
11.372740000000704	-5.787	1.224	8.19	0.392	0.155	-0.0	22.2	18.6	-42.3	
11.412570000000414	-5.86	1.899	8.542	0.688	0.067	0.222	22.2	18.3	-42.6	
11.442600000000311	-5.728	1.89	8.572	0.861	-0.05	0.332	22.8	16.2	-43.2	
11.494540000000598	-5.635	1.828	8.248	0.817	0.072	0.32	22.8	14.4	-43.5	
11.537140000000363	-5.684	2.514	8.156	0.972	0.113	0.374	23.1	13.5	-43.8	
11.57275000000027	-5.552	2.586	8.051	0.912	-0.0	0.425	23.1	12.0	-43.8	
11.603390000000218	-5.415	2.193	7.76	0.577	-0.0	0.305	23.4	10.2	-44.1	
11.64307000000008	-5.297	2.465	7.491	0.34	0.057	0.115	24.3	8.7	-44.1	
11.683200000000397	-5.396	3.042	7.567	0.362	0.061	0.045	24.6	7.5	-43.8	
11.733220000000074	-5.447	3.009	7.689	0.143	-0.071	0.06	24.6	6.9	-43.5	
11.772130000000288	-5.574	3.086	7.481	0.041	-0.0	-0.027	24.3	6.3	-43.5	
11.807099999999991	-5.638	3.504	7.559	0.053	0.08	-0.0	24.3	5.7	-43.2	
11.8429900000001	-5.646	3.619	7.603	0.098	0.091	0.043	24.0	5.7	-44.1	
11.896490000000085	-5.603	3.541	7.63	0.058	0.042	0.026	23.7	5.1	-43.8	
11.93243000000075	-5.48	3.664	7.509	0.059	0.059	-0.0	24.0	4.8	-44.1	
11.973270000000412	-5.419	3.871	7.488	0.128	0.04	0.028	24.0	4.8	-44.1	
12.011989999999969	-5.433	3.734	7.498	0.083	-0.026	0.076	24.0	4.8	-43.5	
12.052120000000286	-5.445	3.516	7.34	0.027	0.065	-0.061	24.3	5.1	-43.5	
12.094300000000658	-5.443	3.822	7.471	0.045	0.038	-0.0	24.6	4.5	-43.5	
12.123510000000351	-5.546	3.747	7.515	0.096	-0.0	-0.0	24.0	4.5	-42.6	
12.163390000000618	-5.576	3.522	7.434	-0.0	-0.0	-0.034	23.4	3.9	-42.6	
12.20343000000048	-5.563	3.685	7.359	0.03	-0.0	-0.044	24.0	4.8	-42.3	
12.243440000000192	-5.622	3.944	7.467	0.173	0.018	0.026	24.3	4.2	-42.3	
12.283330000000205	-5.712	3.777	7.541	0.208	0.062	0.021	24.6	3.6	-42.6	
12.335080000000744	-5.679	3.935	7.541	0.322	0.098	0.092	24.3	3.6	-42.9	
12.373570000000655	-5.772	3.953	7.453	0.496	0.166	0.047	24.3	2.4	-42.6	
12.40900000000056	-5.89	4.073	7.523	0.484	0.308	-0.0	24.3	2.1	-42.9	
12.444280000000617	-5.968	4.6	7.491	0.555	0.344	0.206	24.9	1.2	-42.6	
12.483220000000074	-6.092	5.017	6.807	1.01	0.773	0.085	24.9	1.2	-42.0	
12.529449999999997	-6.649	6.635	5.925	2.147	1.522	0.229	25.5	-0.3	-41.4	
12.563420000000406	-7.242	6.395	5.625	2.418	2.339	0.094	27.3	-2.4	-39.9	
12.603060000000369	-7.1	5.653	4.831	1.82	3.206	-0.086	29.1	-4.5	-37.8	
12.642640000000029	-8.446	7.15	2.595	3.513	4.166	-0.941	32.4	-7.5	-34.5	
12.694550000000163	-8.526	7.133	4.079	4.248	2.649	-1.4	36.3	-9.6	-28.5	
12.73486000000048	-8.074	6.404	0.388	3.539	3.392	-0.521	39.6	-10.8	-23.1	
12.763400000000729	-9.385	6.398	-4.022	4.993	5.62	-0.6	43.5	-10.8	-9.6	
12.802980000000389	-8.951	4.918	-0.441	5.659	4.029	-0.464	43.2	-9.9	-2.4	
12.843080000000555	-6.457	4.845	-3.047	5.171	4.387	2.679	43.5	-9.6	9.6	
12.883240000000114	-7.335	4.22	-2.991	5.226	3.322	4.917	40.8	-8.7	17.4	
12.933200000000397	-7.199	1.39	-4.792	6.529	1.995	5.386	37.2	-6.9	24.0	
12.972020000000157	-4.182	-3.944	-7.737	3.035	0.88	3.934	34.2	-5.1	29.1	
13.013280000000123	-3.226	-7.284	-11.819	0.081	2.283	1.762	30.9	-5.1	32.7	
13.050350000000435	-3.052	-1.754	-9.436	0.448	2.693	1.797	25.5	-4.8	37.8	
13.097230000000309	-1.864	-0.31	-7.498	0.588	2.149	2.539	22.2	-6.0	39.6	
13.136199999999917	-0.978	-3.162	-8.562	0.785	2.093	1.453	18.9	-6.0	41.1	
13.17294000000038	0.15	-3.645	-8.658	0.717	1.773	0.697	15.6	-6.3	41.4	
13.213040000000547	1.292	-2.792	-7.885	0.526	1.286	1.047	11.7	-5.1	42.6	
13.24265000000014	1.057	-3.999	-8.445	0.458	0.959	0.879	6.0	-3.9	44.1	
13.294560000000274	1.082	-4.754	-8.599	0.225	0.743	0.498	4.2	-3.3	45.0	
13.33698000000004	1.38	-4.044	-8.427	0.037	0.525	0.607	3.0	-3.0	45.3	
13.372350000000552	1.404	-4.402	-8.492	-0.194	0.313	0.399	1.8	-3.0	45.3	
13.403290000000197	1.433	-3.753	-8.377	-0.133	0.064	0.122	0.0	-2.7	45.0	
13.443479999999909	1.35	-3.255	-8.281	-0.108	-0.12	0.056	-0.9	-2.7	45.0	
13.483030000000326	1.29	-3.1	-8.451	-0.055	-0.117	-0.029	-1.2	-3.3	45.0	
13.532960000000458	1.163	-3.09	-8.754	0.022	0.035	-0.207	-0.6	-3.9	45.6	
13.572390000000269	1.476	-2.904	-8.682	-0.022	0.076	-0.019	0.0	-3.3	45.6	
13.608770000000732	1.638	-2.846	-8.738	0.082	0.073	0.077	0.0	-3.3	46.2	
13.643280000000232	1.64	-3.127	-8.773	0.018	0.051	0.111	-0.6	-3.3	46.2	
13.693790000000263	1.553	-3.248	-8.929	0.105	0.154	-0.0	-0.3	-3.3	45.9	
13.723450000000412	1.865	-2.995	-8.766	0.171	0.126	0.141	-0.3	-3.0	44.4	
13.763890000000174	1.864	-3.268	-8.741	0.182	-0.0	0.084	0.0	-2.7	44.1	
13.803130000000237	1.636	-3.471	-8.787	0.152	0.022	-0.0	-0.3	-2.1	44.1	
13.842560000000049	1.64	-3.609	-8.55	0.085	0.023	0.034	-0.6	-2.7	44.7	
13.894560000000638	1.665	-3.544	-8.434	0.08	-0.044	0.099	-0.6	-2.1	44.7	
13.935879999999997	1.57	-3.738	-8.557	0.07	-0.057	-0.023	-0.6	-1.8	45.0	
13.97244000000046	1.514	-3.744	-8.597	0.049	-0.024	-0.086	0.0	-1.5	44.7	
14.002960000000712	1.654	-3.43	-8.49	0.027	-0.057	0.071	-0.3	-0.9	44.4	
14.044950000000426	1.506	-3.618	-8.584	0.052	-0.042	-0.029	-0.9	-1.8	43.8	
14.083470000000489	1.488	-3.823	-8.694	0.023	-0.073	-0.254	-1.2	-2.1	44.4	
14.13300000000072	1.489	-3.381	-8.743	-0.019	-0.054	-0.108	-1.2	-2.1	44.1	
14.17233000000033	1.2	-3.706	-8.899	-0.094	0.038	-0.324	-0.6	-1.8	44.1	
14.20886000000064	0.644	-4.25	-9.061	-0.1	0.267	-1.392	-0.6	-0.3	44.1	
14.243100000000595	1.659	-3.355	-9.062	0.204	0.302	-1.548	-0.9	-0.6	44.4	
14.296510000000126	3.187	-1.394	-8.098	0.08	0.028	0.107	-1.2	-0.6	44.7	
14.336150000000089	2.519	-2.587	-8.185	0.095	0.033	0.555	-0.9	-1.2	44.7	
14.372769999999946	2.35	-3.478	-8.4	0.16	0.131	0.292	-0.9	-0.9	44.7	
14.41247999999996	2.577	-3.387	-8.368	0.274	0.069	0.306	-0.3	0.0	44.4	
14.442690000000766	2.325	-3.813	-8.677	0.279	0.161	0.262	-1.2	0.0	43.8	
14.482790000000023	2.298	-4.783	-8.356	0.059	0.17	-0.274	-1.2	0.0	43.8	
14.535950000000412	2.437	-5.222	-7.847	-0.087	0.12	-1.271	-2.1	-0.3	43.8	
14.572450000000572	3.017	-4.723	-7.635	-0.288	-0.12	-1.399	-1.8	0.3	43.8	
14.611050000000432	3.737	-5.468	-7.024	-1.272	-1.124	-1.511	-1.8	0.0	44.1	
14.654300000000148	3.632	-6.805	-7.885	-2.602	-1.739	-2.46	-0.3	-1.2	43.8	
14.692630000000463	3.13	-4.878	-7.501	-2.721	-2.507	-2.725	1.2	-3.9	44.1	
14.734220000000278	1.367	-3.733	-6.294	-3.161	-4.172	-3.443	3.9	-7.2	43.5	
14.773619999999937	-0.763	-2.369	-6.472	-4.235	-5.014	-4.725	9.3	-11.1	42.6	
14.802800000000389	-3.896	-0.129	-4.412	-4.118	-5.712	-5.62	23.1	-16.5	34.2	
14.873140000000603	-8.246	0.512	-1.012	-2.962	-6.237	-7.376	31.8	-15.6	27.9	
14.911130000000412	-9.903	-0.497	0.256	-3.284	-5.945	-5.403	42.9	-4.5	9.9	
14.956390000000283	-14.412	-1.019	1.273	-3.205	-3.262	-4.748	45.3	3.3	1.2	
14.996430000000146	-14.599	-0.765	-0.08	-0.193	-1.617	-4.562	45.6	11.7	-5.1	
15.032750000000306	-10.84	-2.483	2.982	-0.139	-2.742	-1.351	42.9	18.6	-8.7	
15.073090000000775	-11.429	-5.788	2.532	-0.99	-2.617	-0.295	39.9	24.0	-11.7	
15.113250000000335	-12.367	-6.564	1.844	-1.821	-0.802	-1.696	36.3	27.6	-13.5	
15.152219999999943	-10.092	-3.803	2.426	-1.233	-0.992	-0.626	32.4	30.0	-15.0	
15.198790000000372	-8.974	-3.973	1.884	-0.642	-1.571	0.755	30.3	32.1	-16.2	
15.251070000000254	-9.808	-4.65	1.275	-0.609	-0.366	-0.436	27.6	34.5	-16.5	
15.294310000000223	-9.102	-3.752	1.707	-0.336	0.083	-0.428	27.0	35.4	-15.9	
15.332400000000234	-8.142	-3.809	2.311	0.159	-0.477	0.361	26.4	35.7	-15.9	
15.373019999999997	-8.196	-4.65	2.269	-0.186	-0.838	0.453	25.8	36.0	-15.9	
15.413360000000466	-7.933	-4.811	1.837	-0.347	-0.871	0.337	26.4	36.0	-15.6	
15.449040000000423	-8.377	-4.892	1.782	-0.417	-0.475	-0.038	26.1	36.3	-16.8	
15.483220000000074	-8.515	-4.673	2.326	-0.372	-0.436	-0.081	26.1	36.9	-17.4	
15.552520000000186	-8.152	-4.431	2.6	-0.121	-0.787	0.558	25.2	36.6	-18.0	
15.596160000000054	-8.2	-4.66	2.999	-0.243	-0.922	0.38	24.9	36.6	-18.9	
15.632660000000214	-8.047	-4.555	2.937	-0.087	-1.034	0.166	25.2	36.6	-18.6	
15.663640000000669	-7.933	-4.439	3.406	0.105	-0.903	0.232	23.7	36.3	-19.5	
15.703220000000329	-7.978	-4.297	4.028	0.099	-1.044	0.111	23.7	35.4	-19.8	
15.747160000000804	-7.946	-4.594	3.917	0.211	-0.919	0.246	22.8	35.4	-20.7	
15.797669999999925	-6.398	-4.089	5.926	0.808	-2.508	0.758	22.8	34.8	-21.6	
15.85834000000068	-6.064	-3.411	7.423	0.916	-4.088	1.398	21.6	34.5	-24.9	
15.934270000000652	-5.933	-1.992	8.584	0.851	-4.526	1.686	18.6	31.5	-30.0	
15.972690000000512	-5.868	-2.104	9.101	0.553	-4.365	1.187	14.7	29.4	-32.7	
16.00290000000041	-4.105	-1.992	9.403	0.379	-4.072	0.857	4.8	26.4	-37.2	
16.053830000000744	-3.087	-1.428	9.653	0.171	-3.401	0.293	0.3	25.8	-39.0	
16.0920100000003	-1.846	0.035	10.101	0.352	-2.816	0.384	-3.6	25.5	-39.6	
16.13471000000027	-0.078	-0.801	9.655	1.467	-2.055	-0.274	-9.9	24.3	-39.0	
16.172520000000077	2.264	-0.599	10.206	2.239	-2.266	-0.842	-12.3	23.1	-38.1	
16.217900000000554	3.32	-0.237	9.353	1.983	-2.004	-0.399	-15.6	21.0	-38.1	
16.297849999999926	3.57	1.392	7.565	2.3	-0.481	-0.734	-22.5	14.7	-37.8	
16.372890000000552	3.562	3.182	6.961	2.346	0.51	-0.422	-27.6	7.2	-37.5	
16.41269000000011	3.46	3.518	6.613	2.457	0.509	-0.805	-28.2	3.0	-37.8	
16.442660000000615	4.406	5.864	7.355	3.097	0.22	-0.457	-26.7	-4.8	-37.2	
16.482790000000023	2.54	7.961	6.538	3.178	0.497	1.12	-26.4	-8.4	-36.6	
16.53765999999996	1.74	9.636	6.707	4.04	1.499	2.585	-25.2	-11.7	-35.7	
16.594450000000506	3.526	7.165	6.669	3.194	0.608	3.068	-25.8	-18.3	-33.9	
16.631170000000566	3.747	8.295	1.799	3.43	3.269	3.532	-26.7	-21.6	-32.7	
16.663610000000517	5.078	6.421	6.088	2.414	1.611	3.222	-27.3	-22.5	-31.8	
16.70303000000058	7.683	4.554	5.907	1.276	-0.3	2.118	-27.6	-22.2	-30.6	
16.743040000000292	9.025	6.71	2.718	1.751	-0.673	1.523	-28.2	-22.2	-29.4	
16.782650000000103	8.262	6.154	1.735	1.665	-0.359	1.688	-29.4	-22.2	-27.6	
16.834720000000743	7.734	3.722	1.216	1.297	0.024	0.49	-31.2	-22.8	-25.8	
16.8732600000003	8.573	3.682	1.354	0.991	0.267	-0.424	-32.4	-22.5	-24.9	
16.91794000000027	8.126	5.473	1.865	0.427	0.196	-0.234	-33.3	-22.8	-24.0	
16.99869000000035	7.758	6.798	1.403	1.263	1.238	-1.458	-32.7	-23.1	-23.4	
17.05823000000055	6.076	7.321	0.915	4.125	3.976	-5.05	-29.1	-27.0	-23.7	
17.10309000000052	5.918	11.926	3.251	6.763	3.126	-5.622	-20.1	-34.8	-20.7	
17.142700000000332	5.911	13.533	5.838	7.529	-0.522	-1.532	-13.5	-39.6	-14.7	
17.19275000000016	2.749	7.321	-0.986	5.033	-1.354	0.673	-7.5	-43.2	-6.3	
17.238860000000386	1.608	3.459	-6.797	4.032	-0.071	-0.521	-2.1	-44.7	2.1	
17.29816000000028	2.113	2.709	-7.065	2.859	-0.542	-1.481	0.9	-40.8	18.6	
17.372890000000552	0.677	2.298	-8.611	1.558	-0.481	-2.919	2.1	-34.8	28.2	
